"","Antecedent","Consequence","Support","Confidence","Fitness","LHS_len"
"22","Viscera.weight (0.0821356180112522,0.60066279959278)","Length (0.075,0.764810715820006), Height (0,0.420958495892192), Shucked.weight (0.001,1.488)",0.7809432607,0.996639169,1.7775824297,2
"23","Shell.weight (0.0771892236174389,1.005)","Length (0.075,0.697172077386979)",0.8252334211,0.9503722084,1.7756056295,2
"24","Whole.weight (0.277686366399556,2.8255)","Length (0.075,0.704641031057885)",0.8175724204,0.9573871601,1.7749595805,2
"25","Viscera.weight (0.0237279546883219,0.270783455728662)","Length (0.075,0.780084769155771)",0.7526933206,1,1.7526933206,2
"26","Whole.weight (0.104562325053673,2.8255)","Length (0.075,0.658647064826942)",0.8577926742,0.8919591735,1.7497518477,2
"27","Shell.weight (0.0993211807247125,1.005)","Length (0.075,0.670612522974247)",0.7474263826,0.9096736597,1.6571000423,2
"28","Viscera.weight (5e-04,0.601575389018786), Length (0.075,0.752363334303833)","Diameter (0.314773784396603,0.65)",0.8185300455,0.8216774814,1.6402075269,4
"29","Shell.weight (0.0015,0.697769688767418)","Shucked.weight (0.141268360054999,1.23924752484977), Length (0.075,0.815), Height (0,0.616074280393059)",0.8151783577,0.8183129056,1.6334912633,2
"30","Length (0.075,0.814886485790134)","Diameter (0.318552077994554,0.644422727915753)",0.8151783577,0.8153735632,1.6305519209,2
"31","Length (0.075,0.646332153764626)","Viscera.weight (0.0473195651531171,0.617834675412901)",0.7536509457,0.8705752212,1.6242261669,2
"32","Length (0.075,0.716861965339054)","Shell.weight (0.104158794122461,1.005), Height (0,0.353600108538961)",0.7859707924,0.8054465162,1.5914173086,2
"33","Shell.weight (0.0015,1.005)","Length (0.075,0.74888344632415), Shucked.weight (0.001,1.488), Viscera.weight (0.0438632796808989,0.310239421651335), Height (0,0.396215045484884)",0.7742398851,0.7742398851,1.5484797702,2
"34","Viscera.weight (5e-04,0.172689063002971)","Length (0.075,0.815)",0.509695954,1,1.509695954,2
"35","Height (0,0.173969487537433)","Length (0.075,0.713968215479921), Viscera.weight (5e-04,0.232648933132815)",0.6662676562,0.8359867828,1.502254439,2
"36","Rings (1,13.0812054423901), Shucked.weight (0.292633271651035,1.488)","Viscera.weight (5e-04,0.501510639642063)",0.4752214508,0.9900249377,1.4652463885,4
"37","Whole.weight (0.17599462610637,2.8255)","Viscera.weight (5e-04,0.683631779643479), Length (0.075,0.624476013551832)",0.7019391908,0.760373444,1.4623126348,2
"38","Shell.weight (0.218323418265633,1.005)","Viscera.weight (0.0108217171079906,0.556433803031824), Length (0.075,0.690691394917101)",0.485037108,0.9077060932,1.3927432012,2
"40","Sex (M), Viscera.weight (5e-04,0.60066279959278), Length (0.075,0.776573815129383)","Height (0,0.322637981223427)",0.3648551592,0.9993442623,1.3641994215,5
"41","Whole.weight (0.10124709190384,2.25287745889148)","Shell.weight (0.0601927084348275,0.995217188543081), Shucked.weight (0.220289059444147,1.488), Length (0.075,0.709154217504989), Viscera.weight (0.0438632796808989,0.599826537855946), Height (0,0.348213006351989)",0.6550155614,0.6843421711,1.3393577325,2
"42","Length (0.075,0.700500309456653), Shucked.weight (0.001,0.765449359909647)","Height (0.109086458885852,0.422214485810596), Viscera.weight (5e-04,0.302247229289537)",0.6435240603,0.6801619433,1.3236860036,4
"51","Sex (M), Whole.weight (0.0959436294812879,2.5292556269379)","Viscera.weight (5e-04,0.456185932929292), Length (0.075,0.723593256923565), Height (0.0654518753315113,0.531609368384003)",0.3483361264,0.9674202128,1.3157563392,3
"53","Height (0,0.48564786571016), Sex (F)","Length (0.204072801157056,0.815), Viscera.weight (5e-04,0.734840987589921)",0.3126645918,1,1.3126645918,3
"60","Viscera.weight (0.0161107806851236,0.719421327282848)","Length (0.075,0.793670122122185), Shell.weight (0.095015541335583,0.985468114629996), Height (0,0.843306515779761), Shucked.weight (0.001,1.488), Rings (8.69943905932004,28.0716513083035)",0.6399329662,0.6561119293,1.2960448955,2
"61","Length (0.153275579091469,0.571174718538319), Sex (I)","Height (0,0.759733916305467)",0.29351209,1,1.29351209,3
"67","Viscera.weight (0.109069460733848,0.330512349446406)","Length (0.075,0.752552524653609), Height (0,0.173739417598438)",0.47977017,0.7974532431,1.2772234131,2
"74","Sex (F), Length (0.075,0.718116369873892)","Height (0.109086458885852,0.639890100990274), Shucked.weight (0.001,0.927128083660577)",0.2853722768,0.9467831612,1.232155438,3
"78","Sex (I), Length (0.075,0.677778171254093), Diameter (0.321253873132375,0.65)","Viscera.weight (5e-04,0.693468801618046)",0.1774000479,1,1.1774000479,5
"79","Shucked.weight (0.303259322994028,1.29324728550793)","Length (0.075,0.647752834114652)",0.4165669141,0.7571801567,1.1737470708,2
"80","Shell.weight (0.254609726307417,0.964286916124375)","Length (0.152443680694233,0.67414015897134), Viscera.weight (5e-04,0.381980528803871)",0.357672971,0.8137254902,1.1713984612,2
"82","Shell.weight (0.175010404342151,1.005)","Viscera.weight (0.0265179678085394,0.76), Length (0.075,0.63095669602171)",0.4527172612,0.7157456472,1.1684629084,2
"87","Length (0.081776140299029,0.644540780241713)","Shell.weight (0.162493061913129,1.005)",0.5185539861,0.6110014104,1.1295553965,2
"88","Viscera.weight (0.0497459224968612,0.595765831724335)","Length (0.075,0.582857685518078)",0.5223844865,0.5922909881,1.1146754746,2
"89","Whole.weight (0.115331964243404,2.48049738161283), Sex (F)","Length (0.075,0.750426093812492), Viscera.weight (5e-04,0.327863023151758), Height (0.0654518753315113,0.288165429111774)",0.263586306,0.8462720984,1.1098584044,3
"91","Sex (F), Height (0.109086458885852,0.58317104476746)","Length (0.081776140299029,0.691669748403552), Shucked.weight (0.001,0.673537396919066)",0.2532918362,0.8504823151,1.1037741513,3
"93","Shell.weight (0.157973630462809,0.512560511513559), Diameter (0.502709652994202,0.65), Shucked.weight (0.492031923529627,1.488)","Length (0.228807839071385,0.736890900047987)",0.1192243237,0.9764705882,1.0956949119,6
"94","Shell.weight (0.101518546946132,1.005)","Viscera.weight (5e-04,0.225742908102636), Length (0.075,0.790055041798995)",0.4915010773,0.6038235294,1.0953246067,2
"95","Sex (F), Whole.weight (1.2554341017407,2.8255)","Viscera.weight (5e-04,0.751947264541379), Length (0.29012133526176,0.815)",0.0924108212,1,1.0924108212,3
"96","Shell.weight (0.0015,1.005)","Viscera.weight (0.0642031921538028,0.233187200291639), Length (0.075,0.751979938716827)",0.5317213311,0.5317213311,1.0634426622,2
"100","Sex (M), Whole.weight (1.6303649388073,2.52217638547676), Diameter (0.440974733801266,0.623798322005908)","Shucked.weight (0.487055452751726,1.3981695983648), Length (0.075,0.815), Viscera.weight (0.198670763910427,0.666904170684928)",0.0299257841,0.9920634921,1.0219892762,5
"101","Sex (I), Whole.weight (1.2554341017407,2.8255)","Viscera.weight (5e-04,0.543790850232233), Length (0.29012133526176,0.815)",0.0033516878,1,1.0033516878,3
"102","Whole.weight (2.02355288681171,2.60521304888749), Shucked.weight (1.21255167746482,1.488), Diameter (0.575367638149222,0.609873419274034)","Length (0.346366394009304,0.742574041185947), Viscera.weight (0.399628054840494,0.661614795043775)",0.0002394063,1,1.0002394063,6
"103","Rings (5.88906366720095,29), Height (0.5079502320663,0.954500313911294)","Diameter (0.055,0.63926344770546)",0.0002394063,1,1.0002394063,4
"104","Sex (I), Whole.weight (0.915152140525971,2.8255)","Height (0,0.66287825452757), Shell.weight (0.0015,0.777227934659969), Viscera.weight (0.172585146072876,0.60037198336696), Length (0.075,0.815)",0.0181948767,0.9620253165,0.9802201932,3
"105","Height (0.21331136276777,0.865864096999694)","Whole.weight (0.606657855363817,2.52217638547676), Diameter (0.226864011317159,0.62636898388935), Length (0.204072801157056,0.815), Viscera.weight (5e-04,0.717860553018418)",0.0191525018,0.9411764706,0.9603289724,2
"108","Viscera.weight (5e-04,0.427325868127839)","Length (0.075,0.777531514792166), Height (0,0.136248993370041), Shucked.weight (0.001,1.488)",0.4512808236,0.4608801956,0.9121610192,2
"111","Length (0.075,0.815)","Viscera.weight (0.0398611613827032,0.210593691614969), Diameter (0.330908870990241,0.65)",0.4141728513,0.4141728513,0.8283457026,2
"113","Height (0,0.386913768663121), Whole.weight (0.106396775663822,2.49972869359422), Sex (M)","Length (0.204072801157056,0.745472283929134), Viscera.weight (5e-04,0.76), Shucked.weight (0.151142270456831,0.505315171716991)",0.2049317692,0.5718102872,0.7767420564,5
"114","Sex (M), Length (0.157606592740516,0.811163979677156)","Height (0.0654518753315113,0.3547057572528), Shucked.weight (0.001,0.459669615945788)",0.2039741441,0.5583224115,0.7622965556,3
"115","Length (0.075,0.815)","Height (0,0.808984168218116), Shell.weight (0.0015,1.005), Shucked.weight (0.001,0.259935024537375)",0.3775436916,0.3775436916,0.7550873832,2
"116","Shell.weight (0.0127919988521872,1.005)","Shucked.weight (0.15706661669793,1.14694015083424), Viscera.weight (0.0438632796808989,0.19428229157547), Length (0.075,0.732428461350076)",0.3737131913,0.3783325254,0.7520457167,2
"117","Whole.weight (2.2116243050963,2.8255), Sex (M)","Diameter (0.513772329185867,0.65), Rings (11.3240501079435,19.5358933513485), Length (0.075,0.815), Viscera.weight (0.0329285704398907,0.674288696630148)",0.0033516878,0.7368421053,0.7401937931,3
"119","Whole.weight (0.179420525520076,2.8255)","Sex (M), Viscera.weight (5e-04,0.490477371330231), Length (0.12146620841654,0.708477051380728)",0.3358870002,0.3650793651,0.7009663653,2
"120","Shucked.weight (0.551803334056291,1.488), Diameter (0.514585979111829,0.535424113802429)","Length (0.075,0.748784618634731), Viscera.weight (0.189833248566511,0.359323237814557)",0.0318410342,0.6683417085,0.7001827427,4
"122","Whole.weight (0.284169683496844,2.8255)","Sex (M), Length (0.12146620841654,0.701996368910851), Viscera.weight (5e-04,0.419471368412867)",0.3179315298,0.3746121298,0.6925436596,2
"124","Height (0.210403887584808,1.13)","Shucked.weight (0.640439654393235,1.488)",0.0136461575,0.6627906977,0.6764368552,2
"125","Sex (M), Whole.weight (1.99489282882892,2.8255), Diameter (0.454104786929254,0.65)","Rings (1,12.3500701370944), Viscera.weight (0.289233301038835,0.76), Length (0.258450927311786,0.815), Shell.weight (0.0015,0.674317329709684)",0.0076610007,0.6666666667,0.6743276674,5
"126","Height (0,0.555664867922551)","Sex (I), Length (0.075,0.768849385324612)",0.3212832176,0.3213601533,0.6426433709,2
"127","Height (0,0.870011425228477)","Whole.weight (0.0200092141591329,2.44428598230571), Sex (I), Length (0.152443680694233,0.815), Viscera.weight (5e-04,0.718183247007019)",0.3179315298,0.3180076628,0.6359391926,2
"128","Height (0,0.798580889324724), Whole.weight (0.0128055284954798,2.17395738718844)","Sex (I), Length (0.204072801157056,0.815), Viscera.weight (5e-04,0.76)",0.3114675605,0.3145551257,0.6260226862,4
"129","Shell.weight (0.0015,0.996028246454908)","Length (0.075,0.770213324201965), Height (0,0.373813929840559), Sex (F)",0.3117069667,0.3117816092,0.6234885759,2
"130","Whole.weight (0.0200092141591329,2.63569450571993)","Height (0,0.66422420546954), Sex (I), Viscera.weight (5e-04,0.2356967461021), Length (0.075,0.691311175802088)",0.3095523103,0.3108173077,0.620369618,2
"131","Whole.weight (0.548975335405112,2.29196217735732)","Sex (F), Length (0.075,0.740170241662163), Viscera.weight (5e-04,0.374723521948995)",0.2465884606,0.3695730176,0.6161614782,2
"132","Shucked.weight (0.461725066559774,1.4125934109536)","Sex (F), Viscera.weight (0.0814931623017271,0.718075483157695)",0.1438831697,0.4640926641,0.6079758338,2
"133","Viscera.weight (0.0854527639042264,0.562628099855393)","Length (0.075,0.756440934135536), Height (0,0.331669486772235), Shucked.weight (0.490095775365523,1.21978671655325)",0.2638257122,0.3412821307,0.6051078429,2
"136","Shucked.weight (0.001,0.700502396746789), Viscera.weight (0.0302767352978413,0.342436632104642)","Sex (I)",0.272444338,0.3230201533,0.5954644913,4
"137","Height (0,0.845618259624114)","Sex (I), Length (0.075,0.815), Shell.weight (0.0015,0.660194960796151), Shucked.weight (0.001,0.388884828283009)",0.2971031841,0.2971743295,0.5942775136,2
"139","Sex (M), Whole.weight (1.73904003600032,1.90074545050376)","Height (0,0.411901771492224), Shell.weight (0.0803881312548768,0.585103735516168), Viscera.weight (0.292091227579744,0.401780824789226), Length (0.075,0.815)",0.0057457505,0.5714285714,0.5771743219,3
"140","Rings (14.130065268323,27.5008245621276), Shell.weight (0.501975611768731,0.638795964240594)","Whole.weight (0.622655675739721,1.69537286672335), Diameter (0.458220306406924,0.65)",0.005266938,0.5365853659,0.5418523039,4
"141","Whole.weight (0.185421033998866,2.372513011904)","Sex (I), Height (0,0.669267522687334), Length (0.075,0.815)",0.2518553986,0.2761879758,0.5280433744,2
"142","Sex (F), Height (0,0.48564786571016), Length (0.204072801157056,0.815)","Viscera.weight (5e-04,0.685607153215106), Shucked.weight (0.001,0.388884828283009)",0.1254488868,0.4012251149,0.5266740017,5
"143","Whole.weight (0.279019999736862,1.85389572695612)","Height (0,0.562798554036508), Sex (F), Shucked.weight (0.001,0.591100139764973), Length (0.12146620841654,0.73691159975508), Viscera.weight (0.0181993782000315,0.497061856931387)",0.2360545846,0.285962877,0.5220174616,2
"144","Diameter (0.566308602337956,0.65), Viscera.weight (5e-04,0.579746433902713)","Length (0.341919826991885,0.815), Shucked.weight (0.868295023110361,1.25375556079456)",0.0107732823,0.5,0.5107732823,4
"145","Whole.weight (0.251855056651251,2.2116243050963), Sex (I), Height (0,0.639485378466304), Shell.weight (0.506026728207492,0.974438295972805)","Viscera.weight (0.171712713884596,0.558842019451885), Length (0.450361370890207,0.705807899945426)",0.0002394063,0.5,0.5002394063,7
"148","Shucked.weight (0.723069574350834,1.488), Diameter (0.367571889987204,0.60737277941232), Length (0.395485417689422,0.804972828567202)","Viscera.weight (0.35252449595672,0.423958878171199)",0.0246588461,0.4382978723,0.4629567184,6
"150","Sex (M), Whole.weight (0.650648126913143,2.8255), Length (0.075,0.74888344632415)","Viscera.weight (5e-04,0.36382616846963), Diameter (0.476262674647486,0.608448809164275)",0.0981565717,0.3559027778,0.4540593495,5
"151","Sex (F), Length (0.075,0.642029543554817)","Height (0.109086458885852,0.773231752835848), Shucked.weight (0.435628554727562,1.34577605809261)",0.0845104142,0.3558467742,0.4403571884,3
"154","Shucked.weight (0.001,1.488), Length (0.075,0.748784618634731)","Diameter (0.469249243967329,0.518257398728873), Viscera.weight (0.189833248566511,0.401009690907871)",0.1932008619,0.1943173609,0.3875182228,4
"157","Rings (4.99606274675137,17.0236279762431), Whole.weight (0.352857470579109,2.8255), Diameter (0.550554096238979,0.581476867825023)","Viscera.weight (0.427674550998241,0.596624350731653), Shell.weight (0.33057080993056,1.005), Length (0.380751545519643,0.769281147510763)",0.0086186258,0.3272727273,0.3358913531,6
"160","Whole.weight (2.01109156878656,2.40094740902037)","Sex (F), Height (0.0922401262180568,0.685868183255797), Viscera.weight (0.0254326240530879,0.494244709484833)",0.0040699066,0.2833333333,0.2874032399,2
"161","Shucked.weight (0.610136276233742,1.07863028447734)","Length (0.075,0.702634003959343), Height (0,0.172962357108055)",0.0304045966,0.2466019417,0.2770065383,2
"162","Whole.weight (1.38998020512794,2.52210670201462)","Sex (M), Length (0.075,0.78172343499923), Viscera.weight (5e-04,0.359128101802092)",0.0301651903,0.2418426104,0.2720078007,2
"163","Shucked.weight (0.610136276233742,1.488)","Viscera.weight (0.0674453006968927,0.310239421651335), Length (0.075,0.664971098852375)",0.0306440029,0.2365988909,0.2672428938,2
"164","Sex (F), Whole.weight (1.39268324568258,1.55697842770547), Viscera.weight (0.367933782111021,0.57185434569812)","Diameter (0.329491824243287,0.523755106591634), Rings (10.630357448923,17.1222958178812), Length (0.132308585850565,0.731315691998616)",0.0009576251,0.25,0.2509576251,5
"165","Shell.weight (0.172107676591381,0.794163672838812)","Sex (I), Length (0.075,0.722698770649225), Shucked.weight (0.001,1.05446961594579), Height (0.0654518753315113,0.583050862558829)",0.0859468518,0.1339052592,0.219852111,2
"166","Whole.weight (1.16482900012103,1.9459034453474), Sex (F)","Height (0.176587362384743,0.329048360776915), Viscera.weight (0.186177519932422,0.366830858776071), Shell.weight (0.419040317072174,0.946348049242842)",0.021067752,0.1968680089,0.2179357609,3
"167","Whole.weight (0.277653973827149,2.61926060298243), Sex (M)","Shell.weight (0.287660578644805,1.005), Length (0.075,0.608438969384441), Viscera.weight (5e-04,0.450410537070442)",0.0481206608,0.1416490486,0.1897697094,3
"171","Rings (9.4506879843418,11.1812720425015), Whole.weight (0.650079771843388,1.88841391067242), Diameter (0.405881262753154,0.580003776125798)","Length (0.153275579091469,0.554096670628051)",0.0241800335,0.1221281741,0.1463082076,6
"172","Whole.weight (0.280978705625101,2.19051884319006)","Sex (M), Length (0.075,0.643733856005915), Height (0.109086458885852,0.183767647363709), Shell.weight (0.298961609408855,1.005)",0.0663155375,0.0786484952,0.1449640327,2
"174","Whole.weight (0.870853592895311,2.64350583128606), Shucked.weight (0.901769547884778,1.47891155511904)","Length (0.075,0.704641031057885)",0.0021546565,0.1232876712,0.1254423277,4
"175","Sex (M), Viscera.weight (0.183358892237849,0.436041627932214)","Rings (13.3299710157872,18.6479129972788), Length (0.0996771735755848,0.635042103050453)",0.018434283,0.0875,0.105934283,3
"176","Viscera.weight (0.0603655494168801,0.329879485399356)","Length (0.075,0.748784618634731), Diameter (0.518641218482753,0.65)",0.042135504,0.0561403509,0.0982758549,2
"177","Height (0.209143237601172,0.453028381484259), Rings (7.4199865482294,19.4440598727494), Sex (F), Diameter (0.367571889987204,0.543396829513102)","Viscera.weight (0.418004650173978,0.606391266670912)",0.0004788125,0.0869565217,0.0874353342,7
"178","Shell.weight (0.0792314629121638,1.005)","Length (0.075,0.777238267203612), Diameter (0.553604221314171,0.65)",0.036868566,0.0425414365,0.0794100025,2
"179","Shucked.weight (0.610136276233742,1.44432645405405)","Height (0,0.164556828411731), Length (0.075,0.638524477382035)",0.0076610007,0.0592592593,0.06692026,2
"180","Sex (F), Whole.weight (0.293119357574264,2.7284571042108)","Height (0.109086458885852,0.486322713990377), Diameter (0.542099197477714,0.564349158381353), Length (0.075,0.77174078423981), Shell.weight (0.207962629308643,0.92660255553538)",0.0146037826,0.0478806907,0.0624844733,3
"181","Rings (2.48700194724286,29), Viscera.weight (0.0193366514986901,0.471055914387161)","Shucked.weight (0.78407852690372,1.25169133880064)",0.0287287527,0.0299925019,0.0587212546,4
"182","Shucked.weight (0.610136276233742,1.488)","Diameter (0.588271565207593,0.65)",0.0067033756,0.0517560074,0.058459383,2
"183","Sex (M), Whole.weight (1.53623540709425,2.67555801792171), Diameter (0.36519755372464,0.65)","Length (0.29012133526176,0.638524477382035)",0.0021546565,0.0520231214,0.0541777779,5
"184","Sex (M), Whole.weight (1.91185197185418,2.25857934999806)","Viscera.weight (0.0702605522786209,0.309254491901755), Height (0,0.270267101021846), Length (0.394031772817534,0.753154550168697), Shucked.weight (0.110233094812055,0.885875474068424), Shell.weight (0.218011631553206,1.005)",0.0004788125,0.0465116279,0.0469904404,3
"185","Sex (I), Length (0.152443680694233,0.815), Height (0.109086458885852,0.685868183255797)","Shucked.weight (0.001,0.132184384447022)",0.0064639694,0.0398230088,0.0462869782,5
"187","Whole.weight (0.316485900764185,2.8255)","Shucked.weight (0.610136276233742,1.23924752484977), Length (0.075,0.739028546423895), Diameter (0.537994775685871,0.581566928177228), Shell.weight (0.0792314629121638,0.900935198942726), Rings (11.8715872341729,19.9499016303)",0.0165190328,0.0199076746,0.0364267074,2
"188","Whole.weight (0.708318757780323,2.28254782265703)","Diameter (0.221962343015332,0.582831839858679), Height (0.21331136276777,0.793433227445016), Viscera.weight (0.0265179678085394,0.76), Length (0.204072801157056,0.77533006779449), Shucked.weight (0.001,0.8932)",0.0129279387,0.0232458028,0.0361737415,2
"189","Whole.weight (0.119964943629149,2.69279797939253)","Sex (M), Length (0.075,0.704641031057885), Diameter (0.533605084763373,0.574227002646666)",0.0138855638,0.0145801911,0.0284657549,2
"191","Shell.weight (0.204320718852153,0.977484385504097), Rings (8.8886713352156,29)","Viscera.weight (0.242698809168151,0.308362641405717), Length (0.201089500873027,0.565529773900796)",0.0074215944,0.0144792153,0.0219008097,4
"192","Viscera.weight (0.292772987995343,0.4839732296631)","Diameter (0.461310542720359,0.510458962739441), Length (0.153275579091469,0.606362415852537)",0.002633469,0.0170807453,0.0197142143,2
"197","Shucked.weight (0.001,1.4820077951268)","Rings (19.5358933513485,20.4758331086018)",0.0062245631,0.0062260536,0.0124506167,2
"198","Sex (M), Shucked.weight (0.209938953194139,0.8932)","Diameter (0.576260282813324,0.65), Length (0.256642448347329,0.771544424711568), Viscera.weight (0.137294229157948,0.76)",0.002633469,0.0088852989,0.0115187679,3
"199","Shell.weight (0.188188668685206,1.005)","Length (0.075,0.772685405647456), Height (0,0.685868183255797), Viscera.weight (0.506044697800291,0.563027986990014), Shucked.weight (0.001,1.25810064722694)",0.0040699066,0.0067648229,0.0108347295,2
"200","Whole.weight (1.90419616313763,2.8255)","Sex (F), Height (0.201024219585359,0.253208578231601), Viscera.weight (5e-04,0.342436632104642), Length (0.075,0.803865529057577)",0.0002394063,0.01,0.0102394063,2
"201","Shucked.weight (0.843691562414506,1.25169133880064)","Height (0.294432382239014,1.13)",0.0002394063,0.0091743119,0.0094137182,2
"206","Sex (M), Whole.weight (0.702415556510676,2.8255)","Shucked.weight (0.366481765740245,1.06534885543082), Viscera.weight (0.0966782702184627,0.653447627568564), Diameter (0.603691249412592,0.65), Length (0.075,0.794935233310118)",0.0004788125,0.0017809439,0.0022597564,3
"207","Whole.weight (1.11507300342787,2.23898461653799)","Sex (I), Viscera.weight (0.115940850473414,0.444945020446319), Shell.weight (0.498348502199579,1.005)",0.0004788125,0.0017636684,0.0022424809,2
"208","Shucked.weight (0.468158662314188,1.07922002390675)","Sex (I), Viscera.weight (5e-04,0.0733706794556252)",0.0002394063,0.0008149959,0.0010544022,2
"209","Rings (1.62681312994305,10.3619497009208), Shucked.weight (0.292633271651035,1.488), Viscera.weight (5e-04,0.487630316215477)","Height (0.299408819847162,0.734286387130611)",0.0002394063,0.0007824726,0.0010218789,6
"212","Sex (M), Whole.weight (0.375658697079613,2.82431266493541)","Diameter (0.342903247349867,0.621987112675421), Viscera.weight (0.624238512709966,0.76), Rings (2.82061298014957,25.2242742397545), Length (0.315759513162351,0.78080207163072), Shell.weight (0.525258035970243,0.920859321945044)",0.0002394063,0.0007256894,0.0009650957,3
"213","Height (0,0.777162637955469)","Whole.weight (0.352857470579109,1.91185622850205), Diameter (0.51218977979116,0.65), Rings (15.8228223863866,29), Length (0.392691818957193,0.617070689772885)",0.0004788125,0.0004789272,0.0009577397,2
"214","Diameter (0.183500474872323,0.381812914870606)","Whole.weight (0.002,2.8255), Height (0,1.13), Shell.weight (0.294844970546647,0.506026728207492), Length (0.266877203764221,0.716897026889627), Rings (10.2107329954934,20.8701032620346)",0.0002394063,0.0007122507,0.000951657,2
"215","Rings (1,21.6543087030054), Height (0.0567340705987734,0.915706932172422), Shucked.weight (0.41341957766597,1.10201229042908), Viscera.weight (0.0586239362999282,0.397190813707488)","Length (0.075,0.435512847496819)",0.0002394063,0.0007057163,0.0009451226,8
"216","Rings (4.21817241160639,25.2558763203048)","Height (0.5079502320663,0.72844730538309), Diameter (0.240900841190962,0.65)",0.0002394063,0.0002439619,0.0004833682,2
"217","Shucked.weight (0.001,1.488)","Shucked.weight (0.001,1.488), Whole.weight (0.002,2.8255)",1,1,2,2
"218","Shucked.weight (0.001,1.488)","Whole.weight (0.002,2.8255)",1,1,2,2
"219","Length (0.075,0.815)","Shucked.weight (0.001,1.488), Whole.weight (0.002,2.8255)",1,1,2,2
"220","Shell.weight (0.0015,1.005)","Whole.weight (0.002,2.8255)",1,1,2,2
"221","Height (0,0.913390701350429)","Whole.weight (0.002,2.8255)",0.9997605937,1,1.9997605937,2
"222","Whole.weight (0.002,2.63992042170094)","Shell.weight (0.0015,1.005), Rings (1,29)",0.9992817812,1,1.9992817812,2
"223","Whole.weight (0.002,2.63992042170094)","Rings (1,29)",0.9992817812,1,1.9992817812,2
"224","Shell.weight (0.0015,0.707264988522412), Rings (1,26.8209480114478)","Shucked.weight (0.001,1.488), Whole.weight (0.002,2.8255)",0.9959300934,1,1.9959300934,4
